results_dir,tag,dataset,resolution,mode,precision,batch_size,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,device,source,input_bank,sample_index,peak_ram_mb,avg_vdd_in_mw,peak_vdd_in_mw,avg_power_w,energy_per_inf_j
results/jetson_fno_samples,burgers_base_ts_fp32_s6,burgers,[2048],torchscript,fp32,1,3.278462141752243,3.264873055741191,3.37937381118536,3.4666405990719795,3.1372508965432644,3.8979859091341496,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,6,2892,9961.97619047619,10977,9.961976190476191,0.032659961797513425
results/jetson_fno_samples,burgers_base_ts_fp32_s7,burgers,[2048],torchscript,fp32,1,3.18771218881011,3.13350697979331,3.237319178879261,4.153197165578604,3.040415234863758,6.022938992828131,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,7,2894,9946.439024390244,10895,9.946439024390244,0.03170638491330532
results/jetson_fno_samples,darcy_base_ts_fp32_s0,darcy,"[141, 141]",torchscript,fp32,1,7.871884391643107,7.509352406486869,9.172894060611725,11.205842718482018,7.455446291714907,13.44750402495265,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2914,11797.25,20111,11.79725,0.09286658813931166
results/jetson_fno_samples,darcy_base_ts_fp32_s1,darcy,"[141, 141]",torchscript,fp32,1,7.653133082203567,7.484343601390719,8.338810876011848,9.721108246594667,7.460341788828373,13.158244080841541,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,2915,11993.617021276596,20030,11.993617021276595,0.09178874720081172
results/jetson_fno_samples,darcy_base_ts_fp32_s2,darcy,"[141, 141]",torchscript,fp32,1,7.646708902902901,7.488502888008952,7.802724372595549,11.467387899756432,7.468982134014368,11.837002821266651,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,2,2917,11987.021276595744,20030,11.987021276595744,0.09166126231503118
results/jetson_fno_samples,darcy_base_ts_fp32_s3,darcy,"[141, 141]",torchscript,fp32,1,7.675844733603299,7.49792717397213,7.915657013654709,12.564584612846375,7.46901286765933,14.039366040378809,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,3,2930,11990.583333333334,20272,11.990583333333333,0.09203785593199816
results/jetson_fno_samples,darcy_base_ts_fp32_s4,darcy,"[141, 141]",torchscript,fp32,1,7.68412203527987,7.499126717448235,8.316151797771454,10.828031692653894,7.468725088983774,13.47284484654665,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,4,2914,11985.063829787234,19990,11.985063829787233,0.09209469306870383
results/jetson_fno_samples,darcy_base_ts_fp32_s5,darcy,"[141, 141]",torchscript,fp32,1,7.590591544285417,7.509669754654169,7.832674775272608,8.937426377087831,7.472373079508543,9.2302062548697,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,5,2913,12004.68085106383,20111,12.00468085106383,0.09112262895993017
results/jetson_fno_samples,darcy_base_ts_fp32_s6,darcy,"[141, 141]",torchscript,fp32,1,7.560739880427718,7.494501071050763,7.830243092030287,8.477117866277695,7.471667602658272,9.245757013559341,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,6,2913,11992.708333333334,20272,11.992708333333335,0.09067374817017118
results/jetson_fno_samples,darcy_base_ts_fp32_s7,darcy,"[141, 141]",torchscript,fp32,1,7.593778278678656,7.503862027078867,8.01421795040369,8.776105009019375,7.473459932953119,9.353762026876211,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,7,2910,12007.553191489362,19990,12.007553191489361,0.09118269660561047
