"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active","%","41.30","41.30","41.30","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active","%","41.30","41.30","41.30","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active","%","3.31","3.31","3.31"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active","%","21.28","21.28","21.28"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active","%","0.20","0.20","0.20"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active","%","2.73","2.73","2.73"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active","%","18.35","18.35","18.35","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active","%","10.33","10.33","10.33","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active","%","0.08","0.08","0.08","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)"
"(1, 105, 1)","0","8.7","1","Compute Workload Analysis","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active","%","1.63","1.63","1.63","2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active","%","0.32","0.32","0.32",
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained","inst/cycle","16.00","16.00","16.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained","inst/cycle","1,024.00","1,024.00","1,024.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed","inst/cycle","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed","inst/cycle","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpc__cycles_elapsed.avg.per_second","hz","1,004,974,171.21","1,004,974,171.21","1,004,974,171.21"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpc__cycles_elapsed.max","cycle","141,629.00","141,629.00","141,629.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","79.82","79.82","79.82"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpu__time_duration.sum","ns","140,928.00","140,928.00","140,928.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__throughput.avg.pct_of_peak_sustained_active","%","42.13","42.13","42.13"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","launch__waves_per_multiprocessor","","6.56","6.56","6.56"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__throughput.avg.pct_of_peak_sustained_elapsed","%","79.82","79.82","79.82"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__cycles_active.avg","cycle","130,157.25","130,157.25","130,157.25"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","40.05","40.05","40.05"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","79.82","79.82","79.82"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","40.05","40.05","40.05"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed.avg.pct_of_peak_sustained_elapsed","%","25.01","25.01","25.01"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed","%","3.21","3.21","3.21"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed","%","0.77","0.77","0.77"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed","%","17.79","17.79","17.79"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed","%","0.08","0.08","0.08"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed","%","1.58","1.58","1.58"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed","%","0.31","0.31","0.31"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__issue_active.avg.pct_of_peak_sustained_elapsed","%","25.03","25.03","25.03"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed","%","13.34","13.34","13.34"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed","%","9.70","9.70","9.70"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed","%","8.13","8.13","8.13"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed","%","8.13","8.13","8.13"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed","%","20.63","20.63","20.63"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed","%","2.71","2.71","2.71"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed","%","1.66","1.66","1.66"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed","%","40.05","40.05","40.05"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","53.01","53.01","53.01"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed","%","14.41","14.41","14.41"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed","%","9.39","9.39","9.39"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed","%","40.85","40.85","40.85"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed","%","26.44","26.44","26.44"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed","%","17.79","17.79","17.79"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed","%","22.00","22.00","22.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed","%","20.02","20.02","20.02"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.26","0.26","0.26"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__d_sectors.avg.pct_of_peak_sustained_elapsed","%","37.04","37.04","37.04"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed","%","38.38","38.38","38.38"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed","%","52.01","52.01","52.01"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","47.50","47.50","47.50"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed","%","42.72","42.72","42.72"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU Speed Of Light Throughput","lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed","%","79.82","79.82","79.82"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU and Memory Workload Distribution","l1tex__cycles_active.avg","cycle","130,157.25","130,157.25","130,157.25"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU and Memory Workload Distribution","l1tex__cycles_elapsed.sum","cycle","1,073,984.00","1,073,984.00","1,073,984.00"
"2077063","python3.10","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_32x5_tn","(128, 1, 1)","(1, 105, 1)","0","8.7","1","GPU and Memory Workload Distribution","lts__cycles_active.avg","cycle","123,664.50","123,664.50","123,664.50"
